sender,receiver,amount,timestamp
ACC_REG_670,ACC_REG_2029,9976,2024-01-07 09:04:26.977955
ACC_REG_1081,ACC_REG_161,7614,2024-01-10 09:48:41.455936
ACC_REG_1590,ACC_REG_1718,9030,2024-01-13 15:31:43.070067
ACC_REG_1451,ACC_EMP_5_24,8355,2024-01-08 00:35:50.699657
ACC_REG_56,ACC_REG_1044,6220,2024-01-18 18:27:16.633272
ACC_REG_2442,ACC_REG_1260,9859,2024-01-07 08:05:30.352591
ACC_EMP_5_32,ACC_REG_1650,9973,2024-01-24 03:14:34.278380
ACC_REG_1311,ACC_REG_17,8695,2024-01-21 09:25:19.679976
ACC_REG_42,ACC_REG_1761,8036,2024-01-25 07:59:34.081857
ACC_REG_1404,ACC_REG_1200,1652,2024-01-14 11:31:52.853058
ACC_EMP_0_9,ACC_REG_1884,9365,2024-01-01 06:08:47.096014
ACC_REG_2931,ACC_REG_2312,1473,2024-01-24 17:57:08.780954
ACC_CYCLE_1_1,ACC_REG_1750,4746,2024-01-13 03:33:55.819717
ACC_REG_2769,ACC_REG_1019,6633,2024-01-05 08:27:13.754788
ACC_REG_1358,ACC_REG_1867,9830,2024-01-30 19:53:20.324840
ACC_REG_1452,ACC_REG_2412,2421,2024-01-22 10:12:11.039460
ACC_EMP_12_7,ACC_SMURF_IN_3_3,2877,2024-01-21 09:05:07.701628
ACC_REG_1759,ACC_REG_2389,9878,2024-01-18 13:40:17.699665
ACC_EMP_3_45,ACC_REG_2052,8324,2024-01-23 18:46:31.240036
ACC_REG_631,ACC_REG_759,5493,2024-01-07 04:40:32.876029
ACC_REG_3,ACC_REG_2043,5155,2024-01-25 17:18:25.034171
ACC_REG_1492,ACC_REG_2971,5479,2024-01-14 09:45:58.528814
ACC_REG_1201,ACC_REG_1090,7150,2024-01-21 22:24:33.176960
ACC_EMP_3_47,ACC_REG_787,4242,2024-01-17 07:42:52.284014
ACC_REG_2870,ACC_REG_2678,6486,2024-01-20 00:00:02.669624
ACC_REG_2283,ACC_REG_1291,1639,2024-01-08 13:51:57.676198
ACC_REG_964,ACC_REG_885,1061,2024-01-15 16:48:03.294755
ACC_SMURF_IN_7_1,ACC_EMP_11_34,6260,2024-01-24 08:25:42.520253
ACC_EMP_7_40,ACC_REG_2273,8153,2024-01-19 01:18:55.587794
ACC_REG_2982,ACC_REG_2684,8936,2024-01-17 03:16:41.789371
ACC_REG_802,ACC_REG_2898,8502,2024-01-21 12:16:01.524162
ACC_REG_1431,ACC_REG_1982,6717,2024-01-26 10:08:37.468896
ACC_REG_2448,ACC_REG_1024,5998,2024-01-02 03:26:01.004066
ACC_EMP_14_45,ACC_REG_2349,8783,2024-01-17 00:29:08.853862
ACC_REG_233,ACC_REG_2395,6909,2024-01-01 20:35:41.577481
ACC_REG_1208,ACC_EMP_14_46,2785,2024-01-02 12:53:13.170492
ACC_REG_1316,ACC_REG_1953,8817,2024-01-22 10:24:45.617690
ACC_EMP_7_24,ACC_REG_1852,6055,2024-01-09 12:02:55.451778
ACC_REG_1320,ACC_REG_1939,1935,2024-01-22 11:11:40.055229
ACC_REG_964,ACC_EMP_9_23,4530,2024-01-13 06:56:54.005269
ACC_REG_2346,ACC_REG_1683,1372,2024-01-21 18:29:12.603313
ACC_REG_1777,ACC_REG_1185,7500,2024-01-23 03:42:09.316598
ACC_REG_1529,ACC_REG_1637,6781,2024-01-04 13:46:09.910833
ACC_REG_2724,ACC_REG_2473,5533,2024-01-06 12:23:35.849414
ACC_REG_173,ACC_EMP_13_20,5389,2024-01-16 19:32:57.545329
ACC_REG_154,ACC_EMP_11_27,924,2024-01-12 01:04:02.381133
ACC_EMP_13_31,ACC_REG_928,8097,2024-01-22 02:32:52.185056
ACC_REG_1863,ACC_REG_1064,7276,2024-01-26 21:18:23.367883
ACC_EMP_3_42,ACC_REG_2471,7273,2024-01-19 08:32:36.371505
ACC_REG_1495,ACC_REG_2612,9742,2024-01-08 16:39:40.831256
ACC_CYCLE_6_2,ACC_REG_467,5398,2024-01-22 23:25:41.353381
ACC_REG_1956,ACC_REG_265,3615,2024-01-23 18:08:42.951232
ACC_REG_822,ACC_EMP_14_41,7291,2024-01-06 08:21:35.662654
ACC_REG_2509,ACC_EMP_4_0,6580,2024-01-25 23:19:36.520155
ACC_REG_588,ACC_REG_538,209,2024-01-13 02:58:22.251423
ACC_REG_2728,ACC_EMP_0_47,1381,2024-01-20 11:40:51.372907
ACC_EMP_0_26,ACC_SMURF_IN_5_5,7322,2024-01-16 02:32:08.698062
ACC_REG_1312,ACC_REG_2104,2139,2024-01-20 20:19:55.514050
ACC_REG_981,ACC_REG_2340,7624,2024-01-28 03:01:53.014332
ACC_REG_1694,ACC_REG_421,984,2024-01-06 06:03:29.843534
ACC_REG_1918,ACC_REG_2833,302,2024-01-21 05:27:23.850151
ACC_REG_2842,ACC_REG_1835,3877,2024-01-28 04:49:45.127923
ACC_REG_789,ACC_REG_2533,6221,2024-01-06 16:52:31.464868
ACC_REG_1088,ACC_REG_1354,2107,2024-01-06 23:08:27.906229
ACC_REG_190,ACC_REG_1540,1472,2024-01-22 11:37:28.845595
ACC_REG_2254,ACC_REG_2904,4371,2024-01-06 12:59:25.743902
ACC_REG_1409,ACC_REG_2660,8698,2024-01-08 00:43:23.985287
ACC_REG_2369,ACC_REG_2118,2287,2024-01-22 20:41:25.228480
ACC_REG_206,ACC_EMP_0_39,9898,2024-01-24 07:54:40.852017
ACC_REG_2284,ACC_REG_20,1195,2024-01-20 18:22:40.456007
ACC_REG_1825,ACC_EMP_9_19,4426,2024-01-17 07:59:47.495601
ACC_EMP_1_4,ACC_REG_237,5193,2024-01-28 01:54:59.264181
ACC_PAYROLL_5,ACC_REG_300,3595,2024-01-30 17:02:47.975440
ACC_REG_1294,ACC_REG_2446,1674,2024-01-02 23:40:49.149019
ACC_REG_2187,ACC_REG_1181,1721,2024-01-22 12:38:46.926065
ACC_REG_1412,ACC_REG_1970,1593,2024-01-07 09:44:14.366777
ACC_REG_1176,ACC_REG_1034,1704,2024-01-16 16:39:37.817150
ACC_REG_1954,ACC_REG_2349,4122,2024-01-02 13:42:33.180884
ACC_EMP_0_25,ACC_EMP_7_27,8225,2024-01-08 11:02:36.959460
ACC_REG_1070,ACC_REG_187,155,2024-01-11 01:54:38.275924
ACC_REG_2177,ACC_EMP_14_25,5110,2024-01-14 09:29:10.853609
ACC_REG_1712,ACC_REG_855,9394,2024-01-27 08:23:48.680950
ACC_REG_1137,ACC_REG_1850,6508,2024-01-02 21:43:00.557387
ACC_EMP_9_20,ACC_REG_2882,6822,2024-01-19 14:53:49.294334
ACC_REG_23,ACC_REG_167,7095,2024-01-17 04:48:12.866602
ACC_REG_381,ACC_REG_1078,2415,2024-01-29 03:42:34.452737
ACC_REG_519,ACC_REG_331,6084,2024-01-22 15:17:19.916099
ACC_REG_1633,ACC_REG_1303,2080,2024-01-05 19:18:15.326941
ACC_REG_51,ACC_EMP_10_48,4521,2024-01-15 07:59:00.667586
ACC_REG_1562,ACC_REG_2180,1754,2024-01-14 08:45:41.827986
ACC_REG_88,ACC_REG_1922,4742,2024-01-16 16:37:36.788189
ACC_REG_1218,ACC_REG_2293,9260,2024-01-07 17:58:56.611072
ACC_REG_698,ACC_MERCHANT_8,9937,2024-01-08 04:29:28.046233
ACC_REG_1186,ACC_EMP_13_11,8971,2024-01-28 00:33:38.960850
ACC_REG_2889,ACC_REG_1116,9783,2024-01-13 21:04:03.720253
ACC_REG_2285,ACC_REG_496,4890,2024-01-15 15:54:28.219237
ACC_EMP_8_40,ACC_REG_1583,392,2024-01-03 07:10:42.460919
ACC_REG_2651,ACC_REG_1847,617,2024-01-11 12:00:41.485923
ACC_REG_1275,ACC_REG_898,4245,2024-01-14 13:32:35.724839
ACC_REG_2222,ACC_REG_2785,3394,2024-01-01 05:57:33.471514
ACC_REG_2658,ACC_REG_530,5138,2024-01-30 08:11:14.973925
ACC_CYCLE_2_2,ACC_REG_1935,1285,2024-01-05 18:18:37.434445
ACC_REG_588,ACC_MERCHANT_6,2203,2024-01-04 14:10:03.492895
ACC_REG_2898,ACC_REG_2638,6826,2024-01-24 15:35:01.713817
ACC_EMP_2_0,ACC_REG_1271,1648,2024-01-02 15:10:30.594062
ACC_REG_741,ACC_REG_704,1158,2024-01-14 21:31:43.717309
ACC_CYCLE_5_2,ACC_REG_905,2433,2024-01-20 20:17:27.494124
ACC_EMP_10_7,ACC_REG_1431,4578,2024-01-22 10:54:05.159466
ACC_REG_1843,ACC_REG_2871,1984,2024-01-27 09:07:06.560873
ACC_REG_1076,ACC_CYCLE_5_3,7645,2024-01-23 22:37:43.220806
ACC_REG_74,ACC_REG_1819,1395,2024-01-02 05:05:56.964329
ACC_REG_1420,ACC_REG_2853,6297,2024-01-15 06:27:20.695266
ACC_EMP_11_23,ACC_REG_1512,6679,2024-01-01 12:55:38.132357
ACC_REG_2794,ACC_REG_544,3075,2024-01-16 01:53:29.514664
ACC_REG_1850,ACC_REG_781,7749,2024-01-10 10:16:05.329059
ACC_REG_379,ACC_REG_2309,486,2024-01-30 11:01:13.549968
ACC_REG_2989,ACC_EMP_2_40,184,2024-01-02 00:21:03.607007
ACC_REG_916,ACC_REG_194,3835,2024-01-21 08:15:18.052981
ACC_REG_1504,ACC_REG_1700,9984,2024-01-30 16:35:44.189958
ACC_REG_626,ACC_REG_1262,8465,2024-01-27 20:49:14.103447
ACC_REG_2669,ACC_REG_1879,3525,2024-01-05 04:42:35.517739
ACC_REG_171,ACC_REG_2159,1059,2024-01-24 05:12:53.265003
ACC_EMP_13_16,ACC_REG_2541,6209,2024-01-13 03:40:23.356685
ACC_EMP_0_29,ACC_REG_678,9744,2024-01-28 08:38:26.315438
ACC_REG_2083,ACC_EMP_5_5,9298,2024-01-18 18:32:31.639884
ACC_REG_2088,ACC_REG_2034,7816,2024-01-25 04:13:25.925446
ACC_REG_743,ACC_REG_1764,473,2024-01-02 09:43:39.018946
ACC_EMP_2_14,ACC_REG_2699,8121,2024-01-23 20:29:55.676308
ACC_REG_327,ACC_REG_778,2600,2024-01-27 21:45:49.965720
ACC_EMP_3_20,ACC_REG_195,1263,2024-01-16 02:10:28.403341
ACC_EMP_9_20,ACC_REG_1519,5281,2024-01-24 22:23:32.109261
ACC_REG_2353,ACC_REG_2810,3441,2024-01-29 17:25:50.481803
ACC_REG_2355,ACC_REG_904,979,2024-01-05 13:25:39.923578
ACC_EMP_4_1,ACC_REG_666,3592,2024-01-19 11:00:08.726696
ACC_REG_245,ACC_EMP_0_27,7160,2024-01-04 02:02:09.202097
ACC_REG_2165,ACC_REG_1867,5937,2024-01-30 08:49:22.141663
ACC_REG_1194,ACC_EMP_14_47,1293,2024-01-29 01:46:46.149048
ACC_REG_253,ACC_REG_506,9206,2024-01-16 14:39:52.227133
ACC_CYCLE_0_2,ACC_EMP_11_33,2133,2024-01-30 09:09:13.100129
ACC_REG_2124,ACC_REG_1435,2515,2024-01-05 03:28:51.007308
ACC_EMP_9_19,ACC_REG_575,6059,2024-01-27 15:42:45.971302
ACC_REG_1329,ACC_REG_2567,8458,2024-01-03 00:23:37.975886
ACC_REG_449,ACC_EMP_1_6,5781,2024-01-18 21:40:26.770644
ACC_REG_2728,ACC_REG_968,9250,2024-01-14 12:44:36.855652
ACC_EMP_10_29,ACC_REG_366,9388,2024-01-14 21:25:38.240737
ACC_REG_2482,ACC_REG_2410,5121,2024-01-20 09:33:57.619387
ACC_REG_842,ACC_REG_1369,8848,2024-01-09 02:56:43.404941
ACC_REG_745,ACC_REG_1504,8868,2024-01-22 11:29:08.063761
ACC_REG_2386,ACC_REG_1659,8072,2024-01-19 12:28:31.592938
ACC_REG_1339,ACC_EMP_10_0,8764,2024-01-09 13:44:42.109223
ACC_REG_1831,ACC_REG_1011,4833,2024-01-24 21:19:22.826885
ACC_EMP_8_6,ACC_REG_698,1398,2024-01-03 18:51:01.900383
ACC_REG_2778,ACC_REG_2928,3997,2024-01-24 15:51:08.655670
ACC_REG_1699,ACC_REG_1484,3657,2024-01-21 19:04:03.073029
ACC_REG_2193,ACC_MERCHANT_2,969,2024-01-24 21:27:32.205837
ACC_REG_26,ACC_REG_1688,1553,2024-01-06 05:44:34.073069
ACC_REG_2430,ACC_REG_1375,7544,2024-01-10 13:32:29.750227
ACC_REG_851,ACC_REG_2901,8860,2024-01-04 04:24:56.037807
ACC_REG_2616,ACC_SMURF_OUT_3_1,3800,2024-01-06 09:50:36.734041
ACC_REG_2232,ACC_EMP_2_46,9925,2024-01-06 12:49:47.135658
ACC_REG_1910,ACC_REG_2645,2650,2024-01-28 07:09:18.217934
ACC_REG_1433,ACC_REG_857,2957,2024-01-10 02:41:08.792818
ACC_REG_1813,ACC_REG_1053,5710,2024-01-22 08:21:57.617623
ACC_REG_1011,ACC_EMP_5_3,9224,2024-01-22 08:00:24.252816
ACC_REG_102,ACC_REG_1239,887,2024-01-17 02:24:44.433950
ACC_EMP_9_28,ACC_REG_2660,6364,2024-01-28 00:00:01.173431
ACC_REG_61,ACC_REG_409,2383,2024-01-19 14:45:30.780321
ACC_EMP_2_41,ACC_REG_1992,5362,2024-01-18 04:16:22.442295
ACC_EMP_13_27,ACC_EMP_12_2,960,2024-01-19 14:21:18.006208
ACC_REG_1271,ACC_REG_513,7879,2024-01-15 23:52:26.325345
ACC_REG_2708,ACC_REG_982,4712,2024-01-01 20:58:19.967237
ACC_REG_1138,ACC_REG_2227,2188,2024-01-30 19:04:05.382845
ACC_REG_774,ACC_EMP_2_3,3472,2024-01-24 05:47:02.053316
ACC_CYCLE_8_3,ACC_REG_11,2803,2024-01-15 22:31:15.000001
ACC_REG_433,ACC_EMP_8_25,9195,2024-01-29 11:59:31.861873
ACC_REG_465,ACC_REG_1850,319,2024-01-04 01:17:39.828577
ACC_REG_1160,ACC_REG_1902,970,2024-01-19 09:43:03.432911
ACC_REG_675,ACC_REG_735,4231,2024-01-19 18:18:59.515072
ACC_REG_2521,ACC_REG_519,9476,2024-01-29 08:28:39.606163
ACC_REG_1590,ACC_REG_2242,5082,2024-01-07 09:41:01.264132
ACC_REG_1242,ACC_REG_864,8594,2024-01-17 04:37:07.677758
ACC_REG_1205,ACC_REG_96,7603,2024-01-12 01:29:49.423409
ACC_REG_1666,ACC_REG_1367,1799,2024-01-27 00:46:19.794635
ACC_EMP_12_20,ACC_EMP_10_39,3012,2024-01-15 08:54:56.313203
ACC_REG_2895,ACC_REG_2990,3606,2024-01-16 03:36:52.989750
ACC_EMP_6_33,ACC_REG_2519,3421,2024-01-06 09:54:49.104483
ACC_REG_2114,ACC_REG_355,7596,2024-01-21 10:12:00.961521
ACC_REG_1166,ACC_REG_954,7793,2024-01-22 17:59:52.581876
ACC_REG_1750,ACC_REG_1739,6985,2024-01-13 14:39:25.621508
ACC_REG_618,ACC_EMP_5_39,6476,2024-01-13 17:47:57.248517
ACC_EMP_2_4,ACC_REG_152,8316,2024-01-16 05:50:31.086873
ACC_REG_1249,ACC_REG_2515,7941,2024-01-25 19:01:47.262547
ACC_EMP_11_49,ACC_EMP_7_21,9646,2024-01-22 01:50:36.279159
ACC_REG_2014,ACC_REG_1481,6709,2024-01-15 11:28:15.524262
ACC_REG_1453,ACC_REG_2193,2226,2024-01-03 10:26:46.132672
ACC_SMURF_CORE_2,ACC_REG_1663,9561,2024-01-24 22:31:12.816753
ACC_EMP_11_30,ACC_REG_145,9858,2024-01-24 05:07:47.535232
ACC_CYCLE_7_2,ACC_REG_16,4517,2024-01-26 02:52:42.958623
ACC_EMP_14_16,ACC_EMP_3_49,9719,2024-01-14 13:39:55.682242
ACC_REG_2575,ACC_REG_2702,3999,2024-01-05 19:50:22.222210
ACC_REG_1092,ACC_REG_96,7921,2024-01-27 05:38:20.740266
ACC_REG_2917,ACC_REG_222,556,2024-01-15 20:32:31.824668
ACC_REG_2769,ACC_REG_379,8872,2024-01-05 07:32:20.815222
ACC_REG_2761,ACC_EMP_13_40,4100,2024-01-26 19:59:41.239436
ACC_REG_2518,ACC_REG_1164,2264,2024-01-27 03:57:48.609279
ACC_REG_1125,ACC_REG_219,6230,2024-01-17 20:14:50.132059
ACC_REG_1887,ACC_REG_1972,8760,2024-01-01 20:20:31.388244
ACC_REG_2972,ACC_REG_1278,4789,2024-01-30 09:12:59.934875
ACC_REG_2769,ACC_REG_1340,2670,2024-01-05 17:24:39.522663
ACC_REG_1004,ACC_EMP_9_48,2709,2024-01-30 06:54:26.051244
ACC_EMP_11_19,ACC_REG_2527,6150,2024-01-10 05:00:06.546811
ACC_REG_1983,ACC_REG_1457,8877,2024-01-19 01:36:41.986175
ACC_EMP_13_46,ACC_REG_1036,2764,2024-01-27 19:59:17.502103
ACC_REG_397,ACC_REG_1644,9618,2024-01-24 02:13:21.811428
ACC_REG_1938,ACC_EMP_3_49,6453,2024-01-29 19:14:26.128096
ACC_REG_1166,ACC_REG_198,7812,2024-01-19 12:06:09.426324
ACC_REG_814,ACC_REG_1232,8904,2024-01-02 16:20:42.963429
ACC_REG_2057,ACC_REG_627,447,2024-01-07 23:57:35.554418
ACC_CYCLE_1_1,ACC_REG_1732,8002,2024-01-27 18:42:54.585035
ACC_EMP_7_22,ACC_EMP_8_26,606,2024-01-10 13:22:06.973357
ACC_REG_1423,ACC_REG_738,1368,2024-01-21 07:26:33.259452
ACC_SMURF_IN_1_6,ACC_REG_2572,3926,2024-01-04 03:00:27.667442
ACC_REG_1650,ACC_REG_1757,1707,2024-01-01 11:09:56.062222
ACC_REG_1524,ACC_REG_2889,7720,2024-01-20 14:03:31.179851
ACC_REG_817,ACC_REG_1524,5637,2024-01-26 17:12:38.827771
ACC_REG_1211,ACC_REG_2073,7819,2024-01-04 21:50:18.744570
ACC_REG_672,ACC_REG_923,3112,2024-01-16 10:55:31.782708
ACC_EMP_10_45,ACC_REG_1865,4639,2024-01-04 23:32:49.467757
ACC_REG_2490,ACC_REG_756,5673,2024-01-17 23:27:23.571900
ACC_REG_168,ACC_REG_299,8696,2024-01-29 14:18:27.232590
ACC_REG_725,ACC_REG_2489,8430,2024-01-20 20:55:35.488268
ACC_REG_1731,ACC_SMURF_OUT_7_1,8186,2024-01-24 14:25:22.936822
ACC_EMP_12_10,ACC_REG_2111,867,2024-01-25 16:11:50.923310
ACC_REG_497,ACC_REG_1185,1658,2024-01-23 15:36:05.352995
ACC_SHELL_0_1,ACC_REG_1059,1657,2024-01-16 01:09:53.132285
ACC_REG_2131,ACC_REG_83,3630,2024-01-19 04:09:58.251284
ACC_REG_2298,ACC_SMURF_IN_7_4,1075,2024-01-07 15:31:34.275239
ACC_REG_709,ACC_REG_2837,7831,2024-01-27 19:47:12.137612
ACC_REG_2400,ACC_REG_2591,3295,2024-01-25 01:10:13.507964
ACC_SMURF_IN_4_1,ACC_REG_2254,4323,2024-01-26 05:08:11.972026
ACC_REG_1499,ACC_REG_2881,3206,2024-01-10 13:49:59.414259
ACC_REG_1107,ACC_REG_2589,9544,2024-01-05 17:31:05.330074
ACC_SMURF_IN_2_7,ACC_REG_151,853,2024-01-05 04:43:52.838041
ACC_EMP_6_27,ACC_REG_1807,1399,2024-01-24 19:43:02.695083
ACC_REG_2616,ACC_REG_2576,6334,2024-01-15 07:05:18.184522
ACC_REG_1271,ACC_EMP_5_24,7048,2024-01-21 00:04:54.522400
ACC_EMP_14_40,ACC_EMP_1_43,9569,2024-01-26 19:53:09.686920
ACC_REG_1193,ACC_EMP_7_26,3949,2024-01-03 23:54:06.767839
ACC_REG_2988,ACC_REG_1044,9280,2024-01-18 05:58:20.294630
ACC_REG_2016,ACC_REG_852,5993,2024-01-05 20:21:56.019503
ACC_REG_75,ACC_REG_374,785,2024-01-23 15:24:15.221338
ACC_REG_953,ACC_REG_1577,163,2024-01-14 06:23:03.014090
ACC_REG_1599,ACC_REG_1407,2950,2024-01-02 03:14:32.004410
ACC_REG_500,ACC_REG_2821,107,2024-01-24 16:23:01.946960
ACC_REG_2193,ACC_REG_1790,6243,2024-01-18 04:04:17.242868
ACC_EMP_14_7,ACC_REG_2406,7366,2024-01-08 09:11:38.629854
ACC_REG_691,ACC_REG_644,6149,2024-01-20 21:19:54.941953
ACC_REG_2938,ACC_EMP_7_9,4314,2024-01-27 09:44:33.106902
ACC_CYCLE_4_0,ACC_REG_2692,6586,2024-01-22 00:21:32.436575
ACC_REG_2693,ACC_REG_1835,3722,2024-01-27 22:46:55.720606
ACC_REG_283,ACC_REG_2384,7634,2024-01-30 18:52:02.029096
ACC_REG_1080,ACC_REG_1316,9488,2024-01-26 20:31:30.846245
ACC_REG_185,ACC_REG_384,3535,2024-01-16 22:28:30.408915
ACC_EMP_8_34,ACC_EMP_9_49,9470,2024-01-24 03:50:00.870115
ACC_REG_1741,ACC_REG_920,5799,2024-01-24 09:01:04.398309
ACC_REG_1876,ACC_REG_2444,8031,2024-01-19 12:00:08.666843
ACC_REG_659,ACC_REG_1254,6587,2024-01-19 15:51:28.355209
ACC_REG_695,ACC_EMP_11_41,9244,2024-01-23 11:52:19.649032
ACC_REG_2213,ACC_EMP_11_42,4451,2024-01-09 13:10:45.895101
ACC_REG_770,ACC_REG_1888,1134,2024-01-22 11:11:47.707619
ACC_EMP_5_2,ACC_EMP_0_18,8030,2024-01-05 11:27:05.554002
ACC_EMP_10_47,ACC_REG_817,1491,2024-01-02 06:28:24.974189
ACC_REG_921,ACC_REG_1631,7395,2024-01-21 20:49:58.266152
ACC_EMP_5_3,ACC_REG_1635,1531,2024-01-09 15:28:02.933010
ACC_REG_554,ACC_REG_629,1203,2024-01-17 15:21:32.716771
ACC_REG_958,ACC_REG_1754,3234,2024-01-08 04:26:43.242309
ACC_EMP_0_3,ACC_REG_1460,4654,2024-01-25 19:38:56.042928
ACC_REG_284,ACC_REG_2522,778,2024-01-02 14:31:12.706398
ACC_EMP_7_30,ACC_REG_1900,3942,2024-01-11 07:23:20.043061
ACC_REG_953,ACC_REG_43,4466,2024-01-24 12:28:46.729950
ACC_REG_378,ACC_REG_52,9349,2024-01-21 02:47:38.046253
ACC_REG_2531,ACC_EMP_9_38,2010,2024-01-23 05:25:30.737185
ACC_REG_1760,ACC_REG_1767,1042,2024-01-18 05:07:54.302897
ACC_EMP_5_21,ACC_REG_1312,4072,2024-01-25 14:48:35.390798
ACC_REG_2301,ACC_EMP_7_30,7850,2024-01-12 21:54:22.179631
ACC_REG_1947,ACC_CYCLE_3_3,3510,2024-01-25 19:04:38.879989
ACC_EMP_10_9,ACC_SMURF_IN_1_8,5186,2024-01-13 22:33:21.203193
ACC_REG_1523,ACC_REG_2106,885,2024-01-09 23:10:25.726727
ACC_REG_1559,ACC_REG_1730,7013,2024-01-27 20:26:28.069038
ACC_REG_998,ACC_REG_2366,4806,2024-01-14 07:21:51.173456
ACC_REG_1214,ACC_REG_266,7966,2024-01-28 06:30:02.336941
ACC_EMP_10_25,ACC_EMP_8_43,4651,2024-01-21 08:53:02.334480
ACC_REG_137,ACC_REG_536,9333,2024-01-27 13:10:41.704046
ACC_REG_887,ACC_REG_2453,6894,2024-01-01 02:54:56.062936
ACC_REG_1087,ACC_REG_489,6494,2024-01-25 02:17:10.266069
ACC_REG_502,ACC_REG_141,7139,2024-01-14 23:34:41.484536
ACC_REG_1845,ACC_REG_432,5816,2024-01-18 18:57:11.258464
ACC_REG_2134,ACC_EMP_8_30,5900,2024-01-15 15:56:41.305492
ACC_REG_2903,ACC_REG_1065,6811,2024-01-29 03:27:02.073183
ACC_REG_971,ACC_EMP_0_49,2281,2024-01-12 16:24:17.183677
ACC_EMP_9_40,ACC_REG_2417,9077,2024-01-22 19:01:35.918008
ACC_REG_2054,ACC_SMURF_IN_2_9,1658,2024-01-22 02:58:53.970570
ACC_REG_1424,ACC_EMP_2_11,6733,2024-01-19 19:19:08.312051
ACC_REG_1368,ACC_REG_2990,4514,2024-01-25 08:56:32.941199
ACC_REG_2484,ACC_REG_2777,2684,2024-01-17 01:19:25.096634
ACC_SMURF_IN_3_6,ACC_REG_348,1461,2024-01-26 11:03:05.383149
ACC_REG_1453,ACC_EMP_7_42,3779,2024-01-08 22:01:59.627855
ACC_EMP_1_21,ACC_REG_1613,6390,2024-01-25 02:50:57.520141
ACC_REG_2117,ACC_REG_1842,693,2024-01-26 21:17:00.049552
ACC_EMP_14_30,ACC_REG_2137,9504,2024-01-10 07:06:39.690340
ACC_CYCLE_9_3,ACC_REG_1080,6889,2024-01-07 05:58:10.766834
ACC_REG_638,ACC_REG_1389,122,2024-01-18 23:51:04.813553
ACC_EMP_9_16,ACC_REG_2561,1004,2024-01-02 04:19:13.454973
ACC_REG_695,ACC_REG_862,671,2024-01-06 18:21:04.275463
ACC_REG_2557,ACC_REG_1028,9039,2024-01-21 03:46:45.790290
ACC_EMP_12_16,ACC_REG_2346,9098,2024-01-25 14:18:33.807430
ACC_REG_1472,ACC_REG_1328,1323,2024-01-08 11:22:16.405401
ACC_REG_532,ACC_REG_954,8115,2024-01-25 18:48:04.133598
ACC_REG_2602,ACC_REG_2477,478,2024-01-07 02:19:34.298344
ACC_REG_1101,ACC_REG_2225,2258,2024-01-30 15:00:11.346211
ACC_REG_1006,ACC_SMURF_OUT_1_1,1402,2024-01-09 13:39:29.456757
ACC_EMP_4_15,ACC_REG_1804,7992,2024-01-25 04:38:12.102596
ACC_REG_230,ACC_EMP_13_7,449,2024-01-20 20:30:09.299737
ACC_EMP_7_42,ACC_SHELL_3_3,1012,2024-01-21 18:13:39.996107
ACC_REG_2891,ACC_REG_2467,8343,2024-01-16 08:57:30.562229
ACC_REG_2573,ACC_REG_2009,7626,2024-01-03 14:58:51.229486
ACC_REG_511,ACC_REG_1619,8318,2024-01-17 20:29:31.619911
ACC_REG_246,ACC_REG_2461,2662,2024-01-15 13:42:24.342454
ACC_REG_2212,ACC_REG_329,426,2024-01-09 05:32:07.023003
ACC_REG_797,ACC_REG_635,9799,2024-01-21 01:30:01.455100
ACC_REG_1772,ACC_REG_2105,9784,2024-01-12 21:19:34.829296
ACC_REG_396,ACC_REG_1690,5180,2024-01-02 21:08:34.350804
ACC_EMP_3_32,ACC_REG_964,3743,2024-01-05 02:45:28.059040
ACC_REG_1407,ACC_EMP_10_10,3866,2024-01-16 03:17:05.656537
ACC_EMP_13_22,ACC_REG_2512,7663,2024-01-11 18:50:37.937074
ACC_REG_384,ACC_REG_364,6063,2024-01-12 21:40:54.592384
ACC_REG_129,ACC_REG_990,8816,2024-01-29 04:05:47.961491
ACC_REG_795,ACC_REG_2329,4064,2024-01-20 04:48:56.576550
ACC_EMP_10_1,ACC_REG_1426,2266,2024-01-16 06:20:22.583891
ACC_REG_613,ACC_REG_45,2372,2024-01-16 04:32:43.110448
ACC_REG_2354,ACC_REG_230,1190,2024-01-26 09:17:58.602450
ACC_EMP_12_46,ACC_EMP_13_13,8078,2024-01-01 08:16:42.884368
ACC_REG_976,ACC_REG_622,1931,2024-01-28 17:01:07.705332
ACC_REG_314,ACC_EMP_5_9,4660,2024-01-12 12:54:09.825068
ACC_REG_1065,ACC_REG_2351,4617,2024-01-08 12:29:13.027834
ACC_REG_819,ACC_REG_547,6391,2024-01-13 00:26:54.740517
ACC_REG_2762,ACC_REG_2300,9481,2024-01-07 08:45:13.013194
ACC_REG_2045,ACC_REG_1994,5761,2024-01-10 16:28:13.463071
ACC_REG_1243,ACC_REG_2633,5335,2024-01-09 09:08:15.763917
ACC_EMP_12_25,ACC_REG_2315,7178,2024-01-11 13:24:12.186544
ACC_REG_2132,ACC_SMURF_IN_1_9,6261,2024-01-28 23:04:49.805501
ACC_REG_1018,ACC_REG_759,5993,2024-01-28 02:49:23.355608
ACC_REG_591,ACC_SMURF_CORE_5,5612,2024-01-09 19:51:48.208185
